epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
193,1906.5,0.54768,0.3736,1.00238,0.95849,1,0.97637,0.8521,0.60381,0.31959,0.9827,0.00103327,0.00103327,0.00103327
194,1914.58,0.52755,0.36109,0.99604,0.9586,1,0.971,0.8488,0.55146,0.31583,0.94091,0.00102997,0.00102997,0.00102997
195,1922.5,0.53873,0.35114,0.99832,0.95826,1,0.98445,0.8694,0.54308,0.30589,0.9274,0.00102667,0.00102667,0.00102667
196,1930.44,0.54951,0.37051,1.00911,0.95864,1,0.99091,0.86689,0.56338,0.30222,0.94414,0.00102337,0.00102337,0.00102337
197,1938.39,0.55253,0.36952,1.00735,0.95873,1,0.99002,0.86963,0.57305,0.30377,0.96914,0.00102007,0.00102007,0.00102007
198,1946.56,0.54517,0.36993,1.00343,0.95869,1,0.98543,0.86847,0.56405,0.29919,0.93724,0.00101677,0.00101677,0.00101677
199,1954.58,0.54004,0.3684,0.99926,0.9588,1,0.9873,0.86774,0.60708,0.32634,0.94075,0.00101347,0.00101347,0.00101347
200,1963.01,0.5522,0.37493,1.02686,0.95869,1,0.9918,0.87796,0.55311,0.30357,0.95123,0.00101017,0.00101017,0.00101017
201,1971.65,0.55614,0.35792,1.01626,0.95872,1,0.9918,0.87842,0.5523,0.29838,0.94245,0.00100687,0.00100687,0.00100687
202,1979.79,0.53043,0.37122,0.99237,0.95785,1,0.97938,0.8641,0.5772,0.30475,0.9746,0.00100357,0.00100357,0.00100357
203,1987.96,0.55633,0.36735,1.00681,0.95866,1,0.99136,0.87933,0.57576,0.29859,0.95231,0.00100027,0.00100027,0.00100027
204,1996.33,0.53836,0.35022,0.99287,0.95811,1,0.9864,0.86491,0.56562,0.3016,0.94517,0.000996966,0.000996966,0.000996966
205,2004.62,0.54317,0.37972,1.0118,0.95871,1,0.99337,0.87962,0.58385,0.29237,0.96769,0.000993665,0.000993665,0.000993665
206,2013.17,0.54058,0.3603,1.01312,0.95854,1,0.99217,0.88173,0.59284,0.3017,0.96972,0.000990365,0.000990365,0.000990365
207,2021.47,0.52174,0.3521,0.99483,0.95869,1,0.9626,0.8502,0.55039,0.31231,0.95072,0.000987064,0.000987064,0.000987064
208,2029.94,0.52003,0.3515,0.99228,0.95884,1,0.98714,0.86861,0.58206,0.29795,0.98256,0.000983763,0.000983763,0.000983763
209,2037.94,0.53672,0.37205,1.00987,0.95885,1,0.98577,0.87499,0.56997,0.3135,0.97243,0.000980463,0.000980463,0.000980463
210,2045.91,0.52752,0.35704,0.99689,0.95866,1,0.9626,0.8372,0.54448,0.29335,0.94911,0.000977162,0.000977162,0.000977162
211,2053.93,0.52177,0.35644,0.98294,0.95869,1,0.9618,0.84264,0.5181,0.30239,0.944,0.000973861,0.000973861,0.000973861
212,2061.99,0.53406,0.35116,1.00139,0.95881,1,0.97543,0.88058,0.53575,0.30326,0.92875,0.000970561,0.000970561,0.000970561
213,2069.9,0.53087,0.37497,1.00534,0.95865,1,0.9642,0.86016,0.55334,0.3074,0.94778,0.00096726,0.00096726,0.00096726
214,2078.06,0.52668,0.35938,0.99169,0.95878,1,0.9878,0.87072,0.56597,0.31783,0.95056,0.000963959,0.000963959,0.000963959
215,2085.9,0.52348,0.34029,1.0051,0.95881,1,0.9878,0.87721,0.56067,0.30143,0.96984,0.000960659,0.000960659,0.000960659
216,2093.95,0.51705,0.34689,0.99046,0.95881,1,0.98253,0.86633,0.57582,0.30308,0.97604,0.000957358,0.000957358,0.000957358
217,2101.84,0.54212,0.35374,1.01473,0.95874,1,0.9642,0.84481,0.57307,0.31244,0.98084,0.000954057,0.000954057,0.000954057
218,2109.67,0.54363,0.36239,1.00895,0.95881,1,0.97709,0.86291,0.58728,0.30632,0.98578,0.000950757,0.000950757,0.000950757
219,2117.56,0.51902,0.34767,0.99714,0.95875,1,0.98964,0.86973,0.57212,0.29653,0.97716,0.000947456,0.000947456,0.000947456
220,2125.58,0.53294,0.35422,1.01429,0.95873,1,0.9634,0.85229,0.57836,0.29977,0.97425,0.000944155,0.000944155,0.000944155
221,2133.31,0.54167,0.3499,1.01564,0.95811,1,0.97428,0.85394,0.57389,0.30618,0.97328,0.000940855,0.000940855,0.000940855
222,2141.46,0.53286,0.337,1.00786,0.9582,1,0.99055,0.8789,0.56595,0.31071,0.9613,0.000937554,0.000937554,0.000937554
223,2149.31,0.50068,0.3361,0.99079,0.95844,1,0.9918,0.87208,0.56915,0.29577,0.97248,0.000934253,0.000934253,0.000934253
224,2157.3,0.52311,0.34302,1.0029,0.95853,1,0.971,0.85607,0.55358,0.29935,0.96421,0.000930953,0.000930953,0.000930953
225,2165.28,0.52099,0.34518,1.00518,0.95836,1,0.99091,0.88118,0.56755,0.29113,0.95967,0.000927652,0.000927652,0.000927652
226,2173.24,0.51596,0.34861,0.9993,0.95871,1,0.99217,0.88187,0.56739,0.30042,0.96897,0.000924352,0.000924352,0.000924352
227,2181.29,0.52733,0.33899,0.99378,0.95849,1,0.99217,0.87496,0.5759,0.29107,0.96824,0.000921051,0.000921051,0.000921051
228,2189.21,0.51534,0.34684,0.99476,0.95634,1,0.98927,0.88526,0.55984,0.30509,0.94877,0.00091775,0.00091775,0.00091775
229,2197.11,0.53866,0.36347,1.00437,0.95875,1,0.991,0.88871,0.54421,0.2848,0.9158,0.00091445,0.00091445,0.00091445
230,2205.23,0.53976,0.34868,1.00141,0.95883,1,0.99136,0.89098,0.54789,0.29067,0.93212,0.000911149,0.000911149,0.000911149
231,2213.28,0.51507,0.35634,0.98938,0.95883,1,0.98578,0.88263,0.53657,0.29445,0.92504,0.000907848,0.000907848,0.000907848
232,2221.2,0.49822,0.33983,0.98731,0.95881,1,0.99136,0.88877,0.59423,0.31418,0.9522,0.000904548,0.000904548,0.000904548
233,2229.23,0.51734,0.35016,0.98886,0.9583,1,0.99173,0.88321,0.59925,0.33088,0.94676,0.000901247,0.000901247,0.000901247
234,2237.24,0.51129,0.33972,1.00644,0.95866,1,0.98787,0.88744,0.56044,0.29496,0.93329,0.000897946,0.000897946,0.000897946
235,2245.13,0.5158,0.34279,0.98102,0.9586,1,0.99136,0.88739,0.55409,0.30127,0.94248,0.000894646,0.000894646,0.000894646
236,2253.09,0.5282,0.34542,0.99743,0.95869,1,0.99002,0.88845,0.56063,0.28894,0.96207,0.000891345,0.000891345,0.000891345
237,2261.16,0.51462,0.34765,0.99411,0.95868,1,0.9913,0.87789,0.55897,0.29059,0.96196,0.000888044,0.000888044,0.000888044
238,2269.15,0.50834,0.32987,0.99167,0.95845,1,0.99253,0.88052,0.54987,0.29307,0.95368,0.000884744,0.000884744,0.000884744
239,2277.15,0.51691,0.33333,0.99366,0.95525,1,0.9942,0.87963,0.5648,0.29063,0.94649,0.000881443,0.000881443,0.000881443
240,2285.18,0.5168,0.33452,0.99528,0.95748,1,0.97397,0.84851,0.56463,0.30125,0.93888,0.000878142,0.000878142,0.000878142
241,2293.08,0.51611,0.33993,0.99358,0.95862,1,0.98412,0.86431,0.55301,0.28815,0.94031,0.000874842,0.000874842,0.000874842
242,2301.05,0.51083,0.33934,0.98841,0.95859,1,0.98958,0.87207,0.55076,0.29102,0.95203,0.000871541,0.000871541,0.000871541
243,2309.01,0.51906,0.33192,1.0059,0.95878,1,0.9918,0.88627,0.53165,0.27332,0.93236,0.00086824,0.00086824,0.00086824
244,2317.07,0.51527,0.35332,1.00527,0.95879,1,0.99055,0.86962,0.54797,0.2775,0.94281,0.00086494,0.00086494,0.00086494
245,2325,0.51307,0.343,0.99937,0.95877,1,0.99217,0.87171,0.56944,0.27948,0.94596,0.000861639,0.000861639,0.000861639
246,2332.96,0.51509,0.34495,0.99092,0.95873,1,0.9913,0.88294,0.57116,0.31312,0.95668,0.000858338,0.000858338,0.000858338
247,2341.12,0.49997,0.32445,0.97058,0.95881,1,0.9888,0.86568,0.60137,0.30613,0.98047,0.000855038,0.000855038,0.000855038
248,2349.66,0.51361,0.33443,0.9891,0.9587,1,0.9918,0.88944,0.57595,0.29714,0.95338,0.000851737,0.000851737,0.000851737
249,2358.09,0.50099,0.3234,0.99534,0.95866,1,0.9634,0.85366,0.55082,0.29746,0.94821,0.000848436,0.000848436,0.000848436
250,2366.01,0.50487,0.33974,0.99368,0.95887,1,0.99136,0.87894,0.57827,0.30094,0.95843,0.000845136,0.000845136,0.000845136
251,2374.11,0.50768,0.33248,0.98854,0.95868,1,0.99173,0.88717,0.57384,0.29832,0.95009,0.000841835,0.000841835,0.000841835
252,2382.04,0.49788,0.33102,0.97657,0.95874,1,0.98999,0.87048,0.57211,0.29274,0.94596,0.000838534,0.000838534,0.000838534
253,2390.08,0.49598,0.31654,0.99542,0.95877,1,0.99253,0.88625,0.55289,0.27952,0.9468,0.000835234,0.000835234,0.000835234
254,2398.02,0.5107,0.33447,0.98861,0.95871,1,0.99173,0.88594,0.57159,0.29028,0.97763,0.000831933,0.000831933,0.000831933
255,2406.17,0.51494,0.33816,0.99896,0.95872,1,0.98827,0.885,0.55206,0.29882,0.95547,0.000828632,0.000828632,0.000828632
256,2414.24,0.49896,0.33026,0.98917,0.95874,1,0.99047,0.87667,0.55346,0.30524,0.95855,0.000825332,0.000825332,0.000825332
257,2422.18,0.49545,0.32725,0.99667,0.95878,1,0.9913,0.88044,0.55519,0.28752,0.96289,0.000822031,0.000822031,0.000822031
258,2430.21,0.48617,0.32782,0.98747,0.95874,1,0.98913,0.88503,0.55546,0.31064,0.96089,0.00081873,0.00081873,0.00081873
259,2438.09,0.49252,0.31961,0.97227,0.95867,1,0.99047,0.88658,0.56964,0.30587,0.94834,0.00081543,0.00081543,0.00081543
260,2446.11,0.5104,0.32937,0.99323,0.95569,1,0.99047,0.885,0.58032,0.29063,0.94577,0.000812129,0.000812129,0.000812129
261,2454.06,0.49999,0.31986,0.98271,0.95871,1,0.98402,0.85853,0.59421,0.29283,0.95236,0.000808828,0.000808828,0.000808828
262,2462.06,0.48943,0.32465,0.97854,0.95644,1,0.98623,0.85942,0.57503,0.28312,0.94979,0.000805528,0.000805528,0.000805528
263,2470.24,0.49467,0.32432,0.98778,0.95791,1,0.9686,0.85355,0.5491,0.28539,0.95132,0.000802227,0.000802227,0.000802227
264,2478.22,0.51372,0.33347,0.99964,0.95805,1,0.98469,0.87387,0.56025,0.30064,0.93597,0.000798926,0.000798926,0.000798926
265,2486.19,0.50478,0.33397,0.97955,0.95865,1,0.99091,0.87038,0.58612,0.31173,0.95316,0.000795626,0.000795626,0.000795626
266,2494.1,0.51981,0.33868,0.99999,0.95864,1,0.99047,0.87477,0.5707,0.29858,0.96239,0.000792325,0.000792325,0.000792325
267,2501.94,0.49565,0.31318,0.99053,0.95855,1,0.9873,0.86495,0.59529,0.2983,0.96981,0.000789024,0.000789024,0.000789024
268,2509.91,0.50951,0.33041,0.99781,0.95878,1,0.98264,0.85779,0.58518,0.29896,0.97744,0.000785724,0.000785724,0.000785724
269,2517.8,0.49788,0.32197,0.9903,0.95827,1,0.99136,0.88287,0.56877,0.30131,0.96182,0.000782423,0.000782423,0.000782423
270,2525.62,0.48717,0.32123,0.98922,0.9585,1,0.99136,0.87525,0.54465,0.29207,0.94168,0.000779122,0.000779122,0.000779122
271,2533.96,0.51618,0.33528,0.97788,0.95866,1,0.98469,0.86745,0.5442,0.29149,0.94372,0.000775822,0.000775822,0.000775822
272,2542.09,0.50808,0.32411,0.99043,0.95859,1,0.99091,0.87265,0.56934,0.28425,0.93815,0.000772521,0.000772521,0.000772521
273,2550.29,0.47811,0.30995,0.97478,0.95862,1,0.9844,0.87565,0.5645,0.28884,0.94892,0.00076922,0.00076922,0.00076922
274,2558.21,0.50283,0.32712,0.99298,0.95864,1,0.98958,0.87062,0.57024,0.27499,0.9495,0.00076592,0.00076592,0.00076592
275,2566.1,0.49115,0.32294,0.98793,0.95881,1,0.99136,0.8796,0.57048,0.27486,0.96931,0.000762619,0.000762619,0.000762619
276,2574.22,0.49846,0.32112,0.98448,0.95885,1,0.98202,0.86621,0.57182,0.29079,0.96971,0.000759318,0.000759318,0.000759318
277,2582.28,0.48776,0.32173,0.9883,0.95884,1,0.99091,0.86702,0.59703,0.28903,0.969,0.000756018,0.000756018,0.000756018
278,2590.22,0.47729,0.31418,0.97683,0.95887,1,0.98583,0.86321,0.5765,0.28869,0.96122,0.000752717,0.000752717,0.000752717
279,2598.39,0.47567,0.31058,0.99228,0.95811,1,0.9718,0.85766,0.5457,0.29023,0.93663,0.000749417,0.000749417,0.000749417
280,2606.48,0.48328,0.30928,0.9724,0.95858,1,0.97149,0.86108,0.54966,0.28253,0.93307,0.000746116,0.000746116,0.000746116
281,2614.47,0.49044,0.32334,0.97961,0.95887,1,0.98759,0.86149,0.55164,0.29651,0.9239,0.000742815,0.000742815,0.000742815
282,2622.36,0.4685,0.31157,0.97657,0.95887,1,0.99085,0.86908,0.57619,0.29511,0.94435,0.000739515,0.000739515,0.000739515
283,2630.36,0.51214,0.31848,0.98684,0.95931,1,0.99133,0.87718,0.58316,0.27828,0.9361,0.000736214,0.000736214,0.000736214
284,2638.44,0.49517,0.31815,0.97818,0.95871,1,0.98958,0.87489,0.55157,0.27625,0.93202,0.000732913,0.000732913,0.000732913
285,2646.65,0.48989,0.32296,0.9833,0.9573,1,0.97671,0.85417,0.58117,0.29451,0.95024,0.000729613,0.000729613,0.000729613
286,2654.67,0.46077,0.30894,0.97116,0.95869,1,0.9858,0.87489,0.5662,0.28063,0.94507,0.000726312,0.000726312,0.000726312
287,2664.97,0.47561,0.31242,0.97547,0.95842,1,0.98802,0.885,0.5612,0.28555,0.95143,0.000723011,0.000723011,0.000723011
288,2673.74,0.48545,0.3149,0.98122,0.95876,1,0.99047,0.87085,0.57297,0.28644,0.95776,0.000719711,0.000719711,0.000719711
289,2682.07,0.46937,0.30361,0.95689,0.95875,1,0.98247,0.86265,0.56621,0.27834,0.94991,0.00071641,0.00071641,0.00071641
290,2690.34,0.48256,0.3213,0.98496,0.95832,1,0.98491,0.87005,0.56754,0.28519,0.9543,0.000713109,0.000713109,0.000713109
291,2698.7,0.47555,0.30369,0.97301,0.9588,1,0.98717,0.87,0.56433,0.27957,0.95543,0.000709809,0.000709809,0.000709809
292,2707,0.48503,0.3175,0.9815,0.95877,1,0.99043,0.87315,0.5689,0.29275,0.95499,0.000706508,0.000706508,0.000706508
293,2715.73,0.48275,0.30554,0.96972,0.95873,1,0.9913,0.88612,0.57373,0.2847,0.9752,0.000703207,0.000703207,0.000703207
294,2732.03,0.48368,0.31473,0.97085,0.95876,1,0.9913,0.8867,0.56873,0.28542,0.97127,0.000699907,0.000699907,0.000699907
295,2749.79,0.45686,0.29699,0.97313,0.95863,1,0.98912,0.86411,0.55483,0.28274,0.95873,0.000696606,0.000696606,0.000696606
296,2766.5,0.4745,0.31093,0.9687,0.95797,1,0.99173,0.86889,0.56371,0.27689,0.95806,0.000693305,0.000693305,0.000693305
297,2781.82,0.48336,0.31621,0.99109,0.95816,1,0.99212,0.8836,0.56307,0.26254,0.95844,0.000690005,0.000690005,0.000690005
298,2797.44,0.4777,0.30672,0.97187,0.9583,1,0.99047,0.88054,0.56844,0.28243,0.96642,0.000686704,0.000686704,0.000686704
299,2811.58,0.46408,0.29242,0.97024,0.95858,1,0.98713,0.88396,0.55243,0.27242,0.96006,0.000683403,0.000683403,0.000683403
300,2825.15,0.46813,0.30253,0.96528,0.95885,1,0.98536,0.87154,0.55274,0.26983,0.93641,0.000680103,0.000680103,0.000680103
301,2838.42,0.4756,0.30982,0.95749,0.95887,1,0.99047,0.87418,0.56624,0.27861,0.94621,0.000676802,0.000676802,0.000676802
302,2851.67,0.46323,0.31026,0.97515,0.96713,1,0.99296,0.87735,0.57111,0.25507,0.96343,0.000673501,0.000673501,0.000673501
303,2865.43,0.46074,0.29715,0.9736,0.9768,1,0.99214,0.86983,0.58434,0.25643,0.97521,0.000670201,0.000670201,0.000670201
304,2880.6,0.4674,0.30211,0.98166,0.97891,1,0.99296,0.88697,0.54629,0.2765,0.94697,0.0006669,0.0006669,0.0006669
305,2895.22,0.46804,0.30323,0.96634,0.97816,1,0.99214,0.87919,0.58086,0.26706,0.97514,0.000663599,0.000663599,0.000663599
306,2910.16,0.46181,0.30555,0.97661,0.95943,1,0.98316,0.85814,0.58073,0.27544,0.96065,0.000660299,0.000660299,0.000660299
307,2924.26,0.46936,0.31265,0.97554,0.95971,1,0.98622,0.85083,0.59926,0.27084,0.95497,0.000656998,0.000656998,0.000656998
308,2939.04,0.44781,0.29105,0.97221,0.95881,1,0.98847,0.87047,0.57479,0.26544,0.96102,0.000653697,0.000653697,0.000653697
309,2953.94,0.48631,0.31964,0.98171,0.95888,1,0.99173,0.89211,0.55701,0.2698,0.95063,0.000650397,0.000650397,0.000650397
310,2970.56,0.47124,0.30244,0.98219,0.95882,1,0.97905,0.87544,0.53981,0.27745,0.93915,0.000647096,0.000647096,0.000647096
311,2986.18,0.47957,0.31229,0.98343,0.95878,1,0.97689,0.86735,0.53949,0.27045,0.93684,0.000643795,0.000643795,0.000643795
312,3001.24,0.48524,0.31268,0.9795,0.95902,1,0.98827,0.87366,0.56562,0.27012,0.93921,0.000640495,0.000640495,0.000640495
313,3014.82,0.47129,0.29286,0.97656,0.97663,1,0.99092,0.88478,0.56303,0.27122,0.93837,0.000637194,0.000637194,0.000637194
314,3028.37,0.46673,0.29523,0.98172,0.97881,1,0.98745,0.88722,0.53673,0.25962,0.92179,0.000633893,0.000633893,0.000633893
315,3042.65,0.47101,0.31457,0.96827,0.97959,0.99977,0.99214,0.90353,0.52267,0.24877,0.90399,0.000630593,0.000630593,0.000630593
316,3055.24,0.45172,0.29058,0.9713,0.9785,1,0.99296,0.89455,0.54303,0.26379,0.92842,0.000627292,0.000627292,0.000627292
317,3070.13,0.46629,0.3048,0.98509,0.97536,1,0.99296,0.88881,0.54626,0.27053,0.94805,0.000623991,0.000623991,0.000623991
318,3084.31,0.47082,0.32168,0.96747,0.97955,1,0.99296,0.88106,0.55367,0.26232,0.93104,0.000620691,0.000620691,0.000620691
319,3099.43,0.43958,0.29944,0.94693,0.97207,1,0.99296,0.88831,0.54463,0.27098,0.8852,0.00061739,0.00061739,0.00061739
320,3113.37,0.44626,0.2916,0.94575,0.95984,1,0.99296,0.88569,0.5552,0.27651,0.89894,0.000614089,0.000614089,0.000614089
321,3127.68,0.45475,0.28941,0.95019,0.95882,1,0.98247,0.85712,0.56538,0.27825,0.93576,0.000610789,0.000610789,0.000610789
322,3141.26,0.45407,0.30472,0.96852,0.95877,1,0.98956,0.88258,0.561,0.27455,0.95687,0.000607488,0.000607488,0.000607488
323,3154.02,0.45379,0.296,0.9529,0.95886,1,0.975,0.86326,0.55425,0.28008,0.94891,0.000604187,0.000604187,0.000604187
324,3167.98,0.45247,0.29563,0.95594,0.95879,1,0.97602,0.85892,0.54913,0.26312,0.94955,0.000600887,0.000600887,0.000600887
325,3181.97,0.45697,0.29555,0.9542,0.95878,1,0.98912,0.87715,0.5429,0.26805,0.93455,0.000597586,0.000597586,0.000597586
326,3196.52,0.48248,0.30607,0.98156,0.9741,1,0.99255,0.88713,0.54647,0.26585,0.91894,0.000594286,0.000594286,0.000594286
327,3210.05,0.46429,0.28909,0.96253,0.97451,1,0.99255,0.88709,0.54338,0.25925,0.89789,0.000590985,0.000590985,0.000590985
328,3223.16,0.46325,0.29928,0.95747,0.9613,1,0.9899,0.88879,0.5407,0.25554,0.91803,0.000587684,0.000587684,0.000587684
329,3236.66,0.45642,0.29249,0.95482,0.97193,1,0.99255,0.88492,0.53652,0.25157,0.9421,0.000584384,0.000584384,0.000584384
330,3250.68,0.46506,0.30195,0.96197,0.9749,1,0.99133,0.8822,0.53747,0.2586,0.94679,0.000581083,0.000581083,0.000581083
331,3265.11,0.4633,0.3081,0.96897,0.97121,1,0.98398,0.87452,0.5419,0.25638,0.94169,0.000577782,0.000577782,0.000577782
332,3277.05,0.44502,0.28759,0.95268,0.97794,1,0.99173,0.89515,0.52887,0.2526,0.93589,0.000574482,0.000574482,0.000574482
333,3289.29,0.45298,0.28341,0.96098,0.96134,1,0.99173,0.88817,0.54743,0.27399,0.95168,0.000571181,0.000571181,0.000571181
334,3303.06,0.46246,0.30169,0.96693,0.97784,1,0.99214,0.8909,0.57035,0.26619,0.94974,0.00056788,0.00056788,0.00056788
335,3316.13,0.45371,0.28746,0.98056,0.97958,0.99947,0.99255,0.8809,0.5589,0.26733,0.93358,0.00056458,0.00056458,0.00056458
336,3329.57,0.45154,0.29228,0.97282,0.97957,0.99885,0.99214,0.89423,0.54782,0.27392,0.93896,0.000561279,0.000561279,0.000561279
337,3342.96,0.45683,0.29082,0.96086,0.97958,0.9994,0.99214,0.8893,0.53247,0.2645,0.94048,0.000557978,0.000557978,0.000557978
338,3356,0.44047,0.2841,0.95559,0.97957,0.99885,0.99255,0.88729,0.53498,0.26465,0.94182,0.000554678,0.000554678,0.000554678
339,3369.27,0.442,0.28156,0.96412,0.97957,0.99873,0.99337,0.88886,0.54904,0.27063,0.93527,0.000551377,0.000551377,0.000551377
340,3383.11,0.43479,0.27713,0.95633,0.97742,1,0.99296,0.89028,0.5509,0.25924,0.92576,0.000548076,0.000548076,0.000548076
341,3396.76,0.45441,0.29027,0.97822,0.95847,1,0.98607,0.87416,0.55526,0.25977,0.94349,0.000544776,0.000544776,0.000544776
342,3409.82,0.45862,0.28901,0.96205,0.95963,1,0.99087,0.88092,0.5555,0.26645,0.95976,0.000541475,0.000541475,0.000541475
343,3422.64,0.46589,0.29082,0.96822,0.95996,0.9991,0.99128,0.88552,0.57881,0.28172,0.96649,0.000538174,0.000538174,0.000538174
344,3436.02,0.43338,0.2885,0.95529,0.95992,0.9979,0.99212,0.88779,0.56466,0.2772,0.96161,0.000534874,0.000534874,0.000534874
345,3447.21,0.44894,0.29837,0.96586,0.97951,0.99576,0.99255,0.8782,0.55194,0.26465,0.95463,0.000531573,0.000531573,0.000531573
346,3459.49,0.46541,0.28688,0.97104,0.97842,1,0.99255,0.88346,0.54808,0.25787,0.9438,0.000528272,0.000528272,0.000528272
347,3472.78,0.4601,0.28682,0.9782,0.9776,1,0.99337,0.88348,0.53773,0.24375,0.93873,0.000524972,0.000524972,0.000524972
348,3485.63,0.45504,0.29999,0.96122,0.96028,1,0.99092,0.88169,0.54487,0.24788,0.92508,0.000521671,0.000521671,0.000521671
349,3499.02,0.45854,0.29045,0.97599,0.95999,1,0.99051,0.88139,0.54928,0.25598,0.92319,0.00051837,0.00051837,0.00051837
350,3511.82,0.45222,0.30317,0.96836,0.97653,1,0.99133,0.88407,0.55023,0.25595,0.9254,0.00051507,0.00051507,0.00051507
351,3525.35,0.44827,0.28082,0.9523,0.97954,0.99725,0.99133,0.88528,0.53887,0.24955,0.92518,0.000511769,0.000511769,0.000511769
352,3536.91,0.45342,0.291,0.96805,0.97564,1,0.99337,0.88577,0.54193,0.24564,0.95205,0.000508468,0.000508468,0.000508468
353,3549.58,0.45485,0.28198,0.96605,0.96071,1,0.98908,0.8753,0.53857,0.25149,0.96104,0.000505168,0.000505168,0.000505168
354,3562.78,0.42799,0.28873,0.96209,0.9587,1,0.98217,0.87309,0.53278,0.26228,0.95867,0.000501867,0.000501867,0.000501867
355,3576.46,0.46577,0.29098,0.9682,0.95875,1,0.98673,0.87494,0.53754,0.26807,0.94317,0.000498566,0.000498566,0.000498566
356,3590.03,0.45313,0.2912,0.9766,0.9592,1,0.98663,0.87952,0.53558,0.26289,0.93763,0.000495266,0.000495266,0.000495266
357,3603.54,0.46146,0.28722,0.97513,0.97098,1,0.98786,0.8821,0.52922,0.25595,0.92946,0.000491965,0.000491965,0.000491965
358,3616.84,0.43692,0.28171,0.95157,0.97859,1,0.99296,0.88484,0.54533,0.25427,0.92941,0.000488664,0.000488664,0.000488664
359,3628.7,0.44268,0.29079,0.95408,0.97852,1,0.99296,0.87882,0.56289,0.25505,0.95475,0.000485364,0.000485364,0.000485364
360,3640.47,0.46023,0.29263,0.97328,0.97834,1,0.99173,0.87844,0.54647,0.26039,0.94196,0.000482063,0.000482063,0.000482063
361,3653.83,0.45226,0.29872,0.95428,0.96597,1,0.98827,0.88423,0.54408,0.25454,0.9492,0.000478762,0.000478762,0.000478762
362,3667.12,0.44887,0.28038,0.96005,0.95886,1,0.99003,0.88888,0.53791,0.26366,0.94323,0.000475462,0.000475462,0.000475462
363,3680.18,0.43351,0.28585,0.95218,0.95885,1,0.98402,0.87747,0.54125,0.27497,0.95599,0.000472161,0.000472161,0.000472161
364,3693.22,0.43949,0.28253,0.95851,0.95882,1,0.98337,0.86988,0.53839,0.26366,0.95473,0.00046886,0.00046886,0.00046886
365,3706.25,0.43194,0.28211,0.96729,0.95894,1,0.98128,0.86855,0.54995,0.27031,0.95871,0.00046556,0.00046556,0.00046556
366,3718.49,0.43192,0.28442,0.95146,0.97959,0.9997,0.99051,0.88584,0.54412,0.26453,0.95011,0.000462259,0.000462259,0.000462259
367,3729.11,0.43234,0.26925,0.96476,0.9771,1,0.99214,0.88485,0.55879,0.25339,0.96568,0.000458958,0.000458958,0.000458958
368,3742.12,0.41986,0.27263,0.93814,0.97563,1,0.99051,0.88208,0.55218,0.25772,0.94721,0.000455658,0.000455658,0.000455658
369,3755.61,0.44421,0.2725,0.96304,0.95914,1,0.98732,0.88361,0.55178,0.27735,0.95277,0.000452357,0.000452357,0.000452357
370,3768.86,0.43143,0.2785,0.95131,0.95895,1,0.98202,0.87498,0.55344,0.28275,0.94787,0.000449056,0.000449056,0.000449056
371,3781.58,0.42755,0.28134,0.95953,0.95886,1,0.98456,0.88323,0.54793,0.27222,0.94447,0.000445756,0.000445756,0.000445756
372,3794.98,0.42189,0.26801,0.95168,0.95888,1,0.9876,0.8812,0.5549,0.26422,0.95111,0.000442455,0.000442455,0.000442455
373,3807.06,0.43575,0.27998,0.96078,0.95887,1,0.98499,0.87744,0.55889,0.26964,0.96372,0.000439154,0.000439154,0.000439154
374,3817.91,0.44019,0.28114,0.95776,0.95942,1,0.98316,0.8807,0.5511,0.26309,0.94977,0.000435854,0.000435854,0.000435854
375,3829.38,0.45278,0.28842,0.95915,0.97778,1,0.98622,0.87457,0.55905,0.25588,0.95426,0.000432553,0.000432553,0.000432553
376,3842.87,0.44048,0.28646,0.95879,0.97925,1,0.98949,0.88329,0.54909,0.25469,0.93827,0.000429253,0.000429253,0.000429253
377,3856.35,0.43162,0.2709,0.955,0.97898,1,0.99173,0.88182,0.57318,0.26162,0.95994,0.000425952,0.000425952,0.000425952
378,3869.48,0.43012,0.27392,0.95367,0.97922,1,0.99255,0.89043,0.54201,0.25625,0.94232,0.000422651,0.000422651,0.000422651
379,3882.61,0.42145,0.2718,0.95703,0.97874,1,0.99214,0.88627,0.55642,0.25536,0.9565,0.000419351,0.000419351,0.000419351
380,3895.93,0.4075,0.26672,0.94397,0.97868,1,0.99214,0.88332,0.56683,0.2619,0.96169,0.00041605,0.00041605,0.00041605
381,3909.3,0.42664,0.26582,0.95629,0.97873,1,0.99214,0.88506,0.56377,0.2628,0.96197,0.000412749,0.000412749,0.000412749
382,3922.66,0.43101,0.2679,0.9511,0.97827,1,0.99051,0.8816,0.56725,0.25923,0.96747,0.000409449,0.000409449,0.000409449
383,3935.86,0.42563,0.26675,0.94203,0.97841,1,0.98908,0.87081,0.56748,0.25832,0.96918,0.000406148,0.000406148,0.000406148
384,3948.71,0.44175,0.27647,0.95918,0.97916,1,0.99214,0.88497,0.56595,0.26145,0.97473,0.000402847,0.000402847,0.000402847
