epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
55,470.235,0.75177,0.55107,1.10858,0.95278,1,0.9834,0.80449,0.77988,0.50933,1.10123,0.00148876,0.00148876,0.00148876
56,484.605,0.71992,0.54808,1.09157,0.94391,1,0.9586,0.82947,0.61142,0.40331,0.95327,0.00148546,0.00148546,0.00148546
57,498.598,0.71459,0.52912,1.09742,0.9416,1,0.9913,0.83446,0.71269,0.41366,1.00992,0.00148216,0.00148216,0.00148216
58,512.184,0.69591,0.51302,1.07162,0.93987,1,0.98116,0.84792,0.61825,0.39508,0.98773,0.00147886,0.00147886,0.00147886
59,526.656,0.68579,0.50584,1.06591,0.93941,1,0.97164,0.84542,0.60451,0.39824,1.01265,0.00147556,0.00147556,0.00147556
60,541.151,0.7264,0.53021,1.11259,0.9399,1,0.97648,0.84325,0.63975,0.41402,0.98697,0.00147226,0.00147226,0.00147226
61,555.04,0.72066,0.54469,1.10439,0.94108,1,0.99133,0.8384,0.6452,0.40937,0.99673,0.00146896,0.00146896,0.00146896
62,569.437,0.7442,0.5473,1.09815,0.93732,1,0.98211,0.81037,0.72362,0.45012,1.00517,0.00146566,0.00146566,0.00146566
63,582.92,0.67594,0.52076,1.0714,0.93671,0.97917,0.9804,0.84668,0.60694,0.41091,0.95966,0.00146236,0.00146236,0.00146236
64,595.91,0.66943,0.50804,1.06513,0.93624,1,0.96741,0.82589,0.62374,0.40873,1.00195,0.00145906,0.00145906,0.00145906
65,609.499,0.69025,0.51755,1.08179,0.95682,1,0.99418,0.86248,0.60351,0.35983,0.98271,0.00145576,0.00145576,0.00145576
66,622.284,0.68397,0.4791,1.0754,0.90378,1,0.96297,0.83888,0.5982,0.41608,0.99394,0.00145246,0.00145246,0.00145246
67,635.16,0.69148,0.50211,1.08399,0.93968,1,0.9856,0.86526,0.60397,0.39229,0.98372,0.00144916,0.00144916,0.00144916
68,647.85,0.66107,0.48837,1.08822,0.95991,0.99771,0.99009,0.84223,0.66011,0.39684,0.97893,0.00144586,0.00144586,0.00144586
69,660.164,0.6764,0.50173,1.07915,0.95069,1,0.9634,0.83801,0.60056,0.40265,0.99906,0.00144256,0.00144256,0.00144256
70,672.772,0.69678,0.50708,1.08578,0.91955,1,0.97577,0.81894,0.67745,0.40978,1.06135,0.00143925,0.00143925,0.00143925
71,686.011,0.67554,0.49468,1.08409,0.93076,1,0.97712,0.80933,0.6787,0.40032,1.04102,0.00143595,0.00143595,0.00143595
72,700.486,0.68111,0.48876,1.08133,0.93701,1,0.98477,0.85353,0.61128,0.39195,1.00024,0.00143265,0.00143265,0.00143265
73,714.373,0.65628,0.47107,1.06752,0.92294,1,0.95981,0.83061,0.5844,0.40505,1.04998,0.00142935,0.00142935,0.00142935
74,728.076,0.65508,0.48397,1.07186,0.91992,1,0.97616,0.84507,0.62266,0.40858,1.02643,0.00142605,0.00142605,0.00142605
75,741.033,0.66367,0.46878,1.07089,0.93348,1,0.96324,0.82652,0.63902,0.39271,1.02987,0.00142275,0.00142275,0.00142275
76,757.701,0.67686,0.47716,1.07127,0.93825,1,0.95279,0.80228,0.68678,0.4216,1.10498,0.00141945,0.00141945,0.00141945
77,770.829,0.66462,0.49786,1.07054,0.93964,1,0.98507,0.8637,0.62839,0.40444,1.0136,0.00141615,0.00141615,0.00141615
78,783.136,0.67893,0.48529,1.08382,0.93924,1,0.97797,0.83173,0.65456,0.38591,1.06111,0.00141285,0.00141285,0.00141285
79,797.841,0.66731,0.4809,1.08908,0.9388,1,0.95507,0.8218,0.61014,0.3859,1.0057,0.00140955,0.00140955,0.00140955
80,814.183,0.69973,0.51486,1.10254,0.9382,1,0.99091,0.85472,0.64883,0.38083,0.98269,0.00140625,0.00140625,0.00140625
81,829.452,0.66528,0.50248,1.05966,0.93167,1,0.96017,0.82259,0.63453,0.41751,0.9871,0.00140295,0.00140295,0.00140295
82,843.934,0.64559,0.47358,1.05837,0.9568,1,0.98802,0.84195,0.6567,0.36889,0.98662,0.00139965,0.00139965,0.00139965
83,855.082,0.6352,0.45835,1.05418,0.94036,1,0.9813,0.84743,0.63071,0.38969,0.96469,0.00139635,0.00139635,0.00139635
84,869.01,0.64177,0.46772,1.06056,0.94775,1,0.97673,0.84012,0.60038,0.36733,0.9651,0.00139305,0.00139305,0.00139305
85,882.973,0.65085,0.47681,1.06283,0.93892,1,0.96595,0.83894,0.58802,0.37649,0.96436,0.00138974,0.00138974,0.00138974
86,898.133,0.66654,0.48285,1.07791,0.93968,1,0.98068,0.85554,0.58909,0.371,0.97598,0.00138644,0.00138644,0.00138644
87,912.729,0.64965,0.47899,1.06856,0.94005,1,0.9788,0.84416,0.60346,0.39062,0.97376,0.00138314,0.00138314,0.00138314
88,927.333,0.64995,0.48828,1.06741,0.9497,1,0.98456,0.83295,0.65707,0.3561,1.00024,0.00137984,0.00137984,0.00137984
89,941.434,0.66771,0.49011,1.07536,0.95844,1,0.9863,0.84027,0.5954,0.36223,0.9659,0.00137654,0.00137654,0.00137654
90,956.121,0.64045,0.48149,1.05563,0.94085,1,0.9634,0.81978,0.63157,0.39699,1.02412,0.00137324,0.00137324,0.00137324
91,969.421,0.64945,0.47202,1.05723,0.9517,1,0.99295,0.85946,0.66205,0.3822,1.0202,0.00136994,0.00136994,0.00136994
92,981.984,0.63381,0.46408,1.06576,0.93987,1,0.98924,0.85926,0.61015,0.35332,0.92892,0.00136664,0.00136664,0.00136664
93,996.223,0.68666,0.47621,1.07068,0.9459,1,0.98455,0.86647,0.59306,0.34934,0.95496,0.00136334,0.00136334,0.00136334
94,1010.38,0.64388,0.46286,1.07107,0.94662,1,0.98446,0.86314,0.57451,0.39426,0.92602,0.00136004,0.00136004,0.00136004
95,1025.8,0.6448,0.47619,1.07212,0.95759,1,0.97087,0.86722,0.58535,0.34586,0.9554,0.00135674,0.00135674,0.00135674
96,1042.3,0.65955,0.46987,1.07724,0.93993,1,0.95239,0.83445,0.6028,0.38591,1.03297,0.00135344,0.00135344,0.00135344
97,1056.25,0.63233,0.45598,1.04271,0.93918,1,0.96679,0.84646,0.56616,0.36908,0.96248,0.00135014,0.00135014,0.00135014
98,1069.36,0.64659,0.45273,1.05617,0.93935,1,0.96776,0.85224,0.56297,0.36332,0.95417,0.00134684,0.00134684,0.00134684
99,1084.25,0.64716,0.45392,1.05318,0.93922,1,0.97695,0.83713,0.61567,0.36572,0.99905,0.00134354,0.00134354,0.00134354
100,1100.51,0.67518,0.46859,1.09066,0.93693,1,0.98383,0.86491,0.62129,0.38162,0.989,0.00134023,0.00134023,0.00134023
101,1114.04,0.6358,0.45384,1.06588,0.95851,1,0.97043,0.85066,0.56844,0.36715,0.96769,0.00133693,0.00133693,0.00133693
102,1126.73,0.64212,0.45794,1.06818,0.95499,1,0.9918,0.8665,0.58988,0.38056,0.98083,0.00133363,0.00133363,0.00133363
103,1143.03,0.62276,0.45083,1.04264,0.94043,1,0.98873,0.87689,0.57024,0.35321,0.95078,0.00133033,0.00133033,0.00133033
104,1158.14,0.62778,0.46168,1.04099,0.95242,1,0.9918,0.86981,0.59925,0.35698,0.96432,0.00132703,0.00132703,0.00132703
105,1171.73,0.61262,0.45006,1.04638,0.93962,1,0.96239,0.82727,0.61283,0.37028,0.99815,0.00132373,0.00132373,0.00132373
106,1182.26,0.62514,0.44157,1.04497,0.939,1,0.98659,0.86631,0.5819,0.3685,0.99092,0.00132043,0.00132043,0.00132043
107,1195.52,0.6353,0.45368,1.05045,0.95486,1,0.98845,0.86186,0.58452,0.36116,0.93665,0.00131713,0.00131713,0.00131713
108,1210.7,0.61825,0.45073,1.05834,0.95701,1,0.98392,0.85178,0.61083,0.35053,0.94279,0.00131383,0.00131383,0.00131383
109,1224.77,0.61766,0.43921,1.04433,0.94988,1,0.97662,0.84481,0.59372,0.34679,0.95784,0.00131053,0.00131053,0.00131053
110,1238.04,0.6289,0.45023,1.0506,0.94658,1,0.97554,0.84752,0.60966,0.36546,0.96162,0.00130723,0.00130723,0.00130723
111,1251.37,0.62541,0.44779,1.05736,0.95832,1,0.99295,0.87247,0.57674,0.36607,0.9367,0.00130393,0.00130393,0.00130393
112,1259.6,0.61715,0.42831,1.0424,0.95767,1,0.965,0.84305,0.5996,0.36943,0.97149,0.00130063,0.00130063,0.00130063
113,1267.64,0.61156,0.44183,1.04027,0.9403,1,0.98158,0.85857,0.56653,0.36059,0.97598,0.00129733,0.00129733,0.00129733
114,1276.07,0.62027,0.41343,1.05373,0.953,1,0.9662,0.85455,0.57136,0.37057,0.99179,0.00129403,0.00129403,0.00129403
115,1284.74,0.58813,0.42222,1.02016,0.95859,1,0.99,0.87395,0.59873,0.34822,0.96529,0.00129072,0.00129072,0.00129072
116,1292.71,0.61336,0.42896,1.03306,0.95765,1,0.96566,0.83934,0.62065,0.36567,1.01277,0.00128742,0.00128742,0.00128742
117,1300.56,0.62245,0.43384,1.04353,0.95711,1,0.98624,0.85895,0.60843,0.36806,0.98498,0.00128412,0.00128412,0.00128412
118,1308.37,0.62008,0.43861,1.05147,0.93928,1,0.95283,0.82102,0.60642,0.38664,1.01553,0.00128082,0.00128082,0.00128082
119,1316.34,0.61161,0.43059,1.04365,0.956,1,0.99418,0.86791,0.58909,0.3492,0.96753,0.00127752,0.00127752,0.00127752
120,1324.19,0.60189,0.42255,1.04877,0.95701,1,0.98586,0.86005,0.59572,0.33284,1.02441,0.00127422,0.00127422,0.00127422
121,1332.24,0.61462,0.42927,1.03298,0.97542,1,0.99337,0.85105,0.62684,0.33525,1.03272,0.00127092,0.00127092,0.00127092
122,1340.1,0.58791,0.44523,1.04845,0.9573,1,0.98668,0.85832,0.57335,0.32603,0.98735,0.00126762,0.00126762,0.00126762
123,1348.31,0.59937,0.42754,1.03883,0.93917,1,0.96339,0.82813,0.57354,0.36585,0.97614,0.00126432,0.00126432,0.00126432
124,1356.44,0.65469,0.47539,1.08086,0.93959,1,0.97381,0.82759,0.61518,0.36587,0.99767,0.00126102,0.00126102,0.00126102
125,1364.29,0.61808,0.45077,1.05835,0.95799,1,0.9662,0.83088,0.62514,0.38006,1.00844,0.00125772,0.00125772,0.00125772
126,1371.98,0.62721,0.43062,1.06127,0.95287,1,0.9894,0.87114,0.57862,0.34525,0.98795,0.00125442,0.00125442,0.00125442
127,1379.87,0.6165,0.42479,1.03906,0.95742,1,0.99055,0.86175,0.59425,0.36732,0.96387,0.00125112,0.00125112,0.00125112
128,1387.76,0.59705,0.4134,1.04479,0.95844,1,0.96966,0.84375,0.60669,0.3442,1.01918,0.00124782,0.00124782,0.00124782
129,1395.6,0.58792,0.41335,1.02646,0.95864,1,0.99136,0.85845,0.63248,0.36477,0.99513,0.00124452,0.00124452,0.00124452
130,1403.56,0.64193,0.42358,1.05755,0.9581,1,0.98364,0.86675,0.59797,0.35889,0.96903,0.00124121,0.00124121,0.00124121
131,1411.48,0.60275,0.41704,1.04379,0.9581,1,0.99173,0.86824,0.59204,0.34988,0.98424,0.00123791,0.00123791,0.00123791
132,1419.76,0.59969,0.40621,1.0329,0.95858,1,0.99047,0.87833,0.5891,0.33279,0.9762,0.00123461,0.00123461,0.00123461
133,1427.69,0.579,0.40274,1.0204,0.9572,1,0.98999,0.84481,0.66936,0.36124,1.07142,0.00123131,0.00123131,0.00123131
134,1435.48,0.5926,0.40766,1.01788,0.95644,1,0.9918,0.86944,0.6186,0.35107,0.9841,0.00122801,0.00122801,0.00122801
135,1443.96,0.57113,0.40906,1.02678,0.95874,1,0.99091,0.85824,0.61724,0.35178,0.96769,0.00122471,0.00122471,0.00122471
136,1452.46,0.5745,0.41208,1.01115,0.95866,1,0.9918,0.87235,0.58832,0.33215,0.94328,0.00122141,0.00122141,0.00122141
137,1460.24,0.59094,0.42134,1.0292,0.95851,1,0.9918,0.88108,0.56996,0.34711,0.9303,0.00121811,0.00121811,0.00121811
138,1468.15,0.59054,0.40662,1.03064,0.9576,1,0.98892,0.88008,0.54095,0.35027,0.94247,0.00121481,0.00121481,0.00121481
139,1476.02,0.59334,0.41079,1.02408,0.95864,1,0.99136,0.87828,0.57951,0.35761,0.9851,0.00121151,0.00121151,0.00121151
140,1484.28,0.6007,0.41621,1.03404,0.95867,1,0.9868,0.87971,0.55969,0.3373,0.9575,0.00120821,0.00120821,0.00120821
141,1492.06,0.5938,0.41354,1.04207,0.95727,1,0.98714,0.87547,0.56915,0.33906,0.96627,0.00120491,0.00120491,0.00120491
142,1499.9,0.58119,0.4023,1.02914,0.9588,1,0.98446,0.85716,0.62715,0.35467,0.95661,0.00120161,0.00120161,0.00120161
143,1508.04,0.58704,0.39392,1.03368,0.95832,1,0.987,0.84328,0.64609,0.33619,0.98342,0.00119831,0.00119831,0.00119831
144,1515.92,0.57254,0.38737,1.04127,0.95858,1,0.98605,0.86998,0.58774,0.31615,0.97681,0.00119501,0.00119501,0.00119501
145,1524.15,0.60891,0.43534,1.04597,0.95853,1,0.9694,0.84729,0.60102,0.32584,0.98783,0.0011917,0.0011917,0.0011917
146,1532.02,0.58102,0.40557,1.01735,0.95877,1,0.98834,0.86576,0.59861,0.32353,0.99021,0.0011884,0.0011884,0.0011884
147,1539.81,0.60736,0.42489,1.03852,0.9587,1,0.98678,0.85637,0.59168,0.31956,0.98395,0.0011851,0.0011851,0.0011851
148,1547.98,0.57752,0.40095,1.0266,0.95862,1,0.98668,0.87391,0.56629,0.31091,0.94518,0.0011818,0.0011818,0.0011818
149,1555.99,0.57143,0.40007,1.01927,0.95879,1,0.99173,0.87435,0.5762,0.30634,0.94258,0.0011785,0.0011785,0.0011785
150,1563.82,0.56934,0.39854,1.03184,0.95871,1,0.99047,0.87844,0.57494,0.2991,0.9369,0.0011752,0.0011752,0.0011752
151,1571.75,0.58205,0.40831,1.02819,0.95807,1,0.98847,0.8619,0.60446,0.31858,0.93929,0.0011719,0.0011719,0.0011719
152,1579.91,0.58354,0.4065,1.03274,0.95872,1,0.97998,0.85645,0.58063,0.32812,0.95119,0.0011686,0.0011686,0.0011686
153,1587.76,0.58074,0.40085,1.01221,0.95856,1,0.9642,0.83741,0.55698,0.32365,0.93086,0.0011653,0.0011653,0.0011653
154,1595.63,0.57046,0.39015,1.0256,0.95859,1,0.99047,0.86543,0.58184,0.31792,0.94731,0.001162,0.001162,0.001162
155,1603.52,0.56233,0.39219,1.02934,0.95835,1,0.97511,0.8511,0.58993,0.3098,0.97417,0.0011587,0.0011587,0.0011587
156,1611.69,0.57245,0.38607,1.02004,0.95793,1,0.9767,0.85191,0.58548,0.31223,0.98422,0.0011554,0.0011554,0.0011554
157,1619.62,0.56181,0.40304,1.00521,0.95849,1,0.9702,0.84645,0.59555,0.33486,0.93955,0.0011521,0.0011521,0.0011521
158,1627.46,0.55556,0.39395,1.01376,0.95882,1,0.9918,0.86347,0.59395,0.32381,0.97474,0.0011488,0.0011488,0.0011488
159,1635.48,0.57344,0.40387,1.01445,0.9587,1,0.97662,0.85875,0.55001,0.31893,0.94131,0.0011455,0.0011455,0.0011455
160,1643.67,0.55247,0.37471,1.01149,0.95886,1,0.98714,0.88294,0.53614,0.31449,0.92621,0.0011422,0.0011422,0.0011422
161,1651.55,0.55907,0.37605,1.01751,0.95808,1,0.98572,0.88116,0.52099,0.30298,0.93195,0.00113889,0.00113889,0.00113889
162,1659.33,0.56751,0.37928,1.01545,0.95865,1,0.97293,0.85666,0.57102,0.32819,0.98571,0.00113559,0.00113559,0.00113559
163,1667.29,0.55248,0.36913,1.01531,0.95808,1,0.98488,0.87241,0.54906,0.3328,0.94604,0.00113229,0.00113229,0.00113229
164,1675.25,0.54869,0.36429,1.02956,0.95818,1,0.9826,0.88127,0.55519,0.3168,0.97269,0.00112899,0.00112899,0.00112899
165,1683.41,0.57287,0.37866,1.01955,0.95778,1,0.99055,0.87834,0.57942,0.31901,0.97559,0.00112569,0.00112569,0.00112569
166,1691.31,0.56922,0.38881,1.01589,0.95671,1,0.98283,0.83645,0.63978,0.33227,1.00289,0.00112239,0.00112239,0.00112239
167,1699.16,0.56151,0.37141,1.02792,0.95787,1,0.98592,0.86545,0.58001,0.31501,1.00067,0.00111909,0.00111909,0.00111909
168,1707.05,0.56288,0.39177,1.02286,0.95839,1,0.98535,0.87657,0.53932,0.2975,0.97146,0.00111579,0.00111579,0.00111579
169,1714.96,0.55789,0.36872,1.0073,0.9576,1,0.9888,0.86616,0.57665,0.31218,0.97608,0.00111249,0.00111249,0.00111249
170,1723.19,0.57042,0.37547,1.02128,0.95719,1,0.99297,0.88912,0.55998,0.31447,0.97427,0.00110919,0.00110919,0.00110919
171,1731.32,0.56589,0.37711,1.0035,0.9582,1,0.9686,0.84983,0.56758,0.31696,0.97109,0.00110589,0.00110589,0.00110589
172,1739.17,0.53379,0.37068,0.99652,0.95884,1,0.9942,0.87761,0.59392,0.31112,0.96507,0.00110259,0.00110259,0.00110259
173,1747.23,0.54198,0.37202,1.01006,0.95873,1,0.98873,0.86164,0.58931,0.31406,1.01171,0.00109929,0.00109929,0.00109929
174,1755.21,0.5705,0.37169,1.02081,0.95831,1,0.99136,0.87478,0.57704,0.31814,0.99248,0.00109599,0.00109599,0.00109599
175,1763.08,0.54537,0.36341,1.015,0.95883,1,0.9918,0.87853,0.53886,0.31029,0.96016,0.00109269,0.00109269,0.00109269
176,1771.02,0.54011,0.36864,1.00778,0.95823,1,0.98605,0.87683,0.58291,0.30047,0.96478,0.00108938,0.00108938,0.00108938
177,1779.02,0.55523,0.37019,1.00654,0.95833,1,0.98797,0.86562,0.60058,0.32308,0.97005,0.00108608,0.00108608,0.00108608
178,1786.96,0.57532,0.39049,1.01814,0.95921,1,0.9942,0.88854,0.58275,0.31971,0.96576,0.00108278,0.00108278,0.00108278
179,1794.92,0.56475,0.37523,1.02495,0.9567,1,0.9634,0.85447,0.56787,0.30803,0.9675,0.00107948,0.00107948,0.00107948
180,1802.99,0.57516,0.38213,1.01445,0.95346,1,0.9918,0.8877,0.56092,0.31634,0.93003,0.00107618,0.00107618,0.00107618
181,1811.09,0.55177,0.37197,0.99564,0.95486,1,0.987,0.87378,0.58106,0.31654,0.9675,0.00107288,0.00107288,0.00107288
182,1818.98,0.5635,0.38927,1.02058,0.95846,1,0.98973,0.88318,0.57021,0.31621,0.93524,0.00106958,0.00106958,0.00106958
183,1826.86,0.54241,0.36747,0.99087,0.95846,1,0.9886,0.87532,0.60639,0.32728,1.00259,0.00106628,0.00106628,0.00106628
184,1834.85,0.56765,0.38286,1.01875,0.95843,1,0.971,0.85795,0.57883,0.31932,0.96432,0.00106298,0.00106298,0.00106298
185,1842.77,0.53825,0.37672,1.01035,0.95861,1,0.9862,0.87354,0.57684,0.3116,0.97026,0.00105968,0.00105968,0.00105968
186,1850.62,0.55766,0.36968,1.01229,0.95707,1,0.98918,0.87422,0.576,0.32244,0.96099,0.00105638,0.00105638,0.00105638
187,1858.52,0.54828,0.37177,1.02578,0.95617,1,0.98111,0.87399,0.54357,0.30701,0.95968,0.00105308,0.00105308,0.00105308
188,1866.55,0.54187,0.37175,1.00215,0.95492,1,0.9918,0.88392,0.57139,0.30886,0.98006,0.00104978,0.00104978,0.00104978
189,1874.75,0.53894,0.35755,1.00518,0.95304,1,0.9642,0.84288,0.571,0.34911,0.97004,0.00104648,0.00104648,0.00104648
190,1882.69,0.55799,0.37892,1.01199,0.95603,1,0.9678,0.85209,0.55987,0.32174,0.9679,0.00104318,0.00104318,0.00104318
191,1890.58,0.55039,0.37296,1.01139,0.95691,1,0.9913,0.88281,0.54977,0.30888,0.9411,0.00103987,0.00103987,0.00103987
192,1898.52,0.56671,0.37262,1.02851,0.95878,1,0.99136,0.87936,0.57393,0.30563,0.94672,0.00103657,0.00103657,0.00103657
